payment_id,subscription_id,user_id,paid_at,amount,currency,payment_method,status,billing_period_start,billing_period_end
P000520,S00057,U0007,2024-04-16 09:00:00,9.99,USD,credit_card,success,2024-04-16,2024-05-15
P000521,S00057,U0007,2024-05-16 22:00:00,9.99,USD,credit_card,success,2024-05-16,2024-06-14
P000522,S00057,U0007,2024-06-15 04:00:00,9.99,USD,credit_card,success,2024-06-15,2024-07-14
P000523,S00057,U0007,2024-07-15 21:00:00,9.99,USD,credit_card,success,2024-07-15,2024-08-13
P000524,S00057,U0007,2024-08-14 07:00:00,9.99,USD,credit_card,success,2024-08-14,2024-09-12
P000525,S00057,U0007,2024-09-13 22:00:00,9.99,USD,credit_card,success,2024-09-13,2024-10-12
P000526,S00057,U0007,2024-10-13 03:00:00,9.99,USD,credit_card,failed,2024-10-13,2024-11-11
P000527,S00057,U0007,2024-11-12 12:00:00,9.99,USD,credit_card,success,2024-11-12,2024-12-11
P000528,S00057,U0007,2024-12-12 17:00:00,9.99,USD,credit_card,success,2024-12-12,2025-01-10
P000529,S00057,U0007,2025-01-11 21:00:00,9.99,USD,credit_card,success,2025-01-11,2025-02-09
P000530,S00057,U0007,2025-02-10 05:00:00,9.99,USD,credit_card,success,2025-02-10,2025-03-11
P000531,S00057,U0007,2025-03-12 20:00:00,9.99,USD,credit_card,success,2025-03-12,2025-04-10
P000532,S00058,U0090,2023-07-27 02:00:00,9.99,USD,apple_pay,success,2023-07-27,2023-08-25
P000533,S00058,U0090,2023-08-26 15:00:00,9.99,USD,apple_pay,success,2023-08-26,2023-09-24
P000534,S00058,U0090,2023-09-25 13:00:00,9.99,USD,apple_pay,failed,2023-09-25,2023-10-24
P000535,S00058,U0090,2023-10-25 08:00:00,9.99,USD,apple_pay,success,2023-10-25,2023-11-23
P000536,S00058,U0090,2023-11-24 02:00:00,9.99,USD,apple_pay,success,2023-11-24,2023-12-23
P000537,S00058,U0090,2023-12-24 23:00:00,9.99,USD,apple_pay,success,2023-12-24,2024-01-22
P000538,S00058,U0090,2024-01-23 12:00:00,9.99,USD,apple_pay,success,2024-01-23,2024-02-21
P000539,S00058,U0090,2024-02-22 16:00:00,9.99,USD,apple_pay,success,2024-02-22,2024-03-22
P000540,S00060,U0018,2024-12-31 19:00:00,9.99,USD,credit_card,success,2024-12-31,2025-01-29
P000541,S00060,U0018,2025-01-30 05:00:00,9.99,USD,credit_card,success,2025-01-30,2025-02-28
P000542,S00060,U0018,2025-03-01 14:00:00,9.99,USD,credit_card,success,2025-03-01,2025-03-30
P000543,S00060,U0018,2025-03-31 21:00:00,9.99,USD,credit_card,success,2025-03-31,2025-04-29
P000544,S00063,U0119,2023-08-20 16:00:00,9.99,USD,paypal,failed,2023-08-20,2023-09-18
P000545,S00063,U0119,2023-09-19 01:00:00,9.99,USD,paypal,success,2023-09-19,2023-10-18
P000546,S00063,U0119,2023-10-19 16:00:00,9.99,USD,paypal,success,2023-10-19,2023-11-17
P000547,S00063,U0119,2023-11-18 07:00:00,9.99,USD,paypal,success,2023-11-18,2023-12-17
P000548,S00063,U0119,2023-12-18 21:00:00,9.99,USD,paypal,success,2023-12-18,2024-01-16
P000549,S00063,U0119,2024-01-17 07:00:00,9.99,USD,paypal,success,2024-01-17,2024-02-15
P000550,S00063,U0119,2024-02-16 05:00:00,9.99,USD,paypal,success,2024-02-16,2024-03-16
P000551,S00063,U0119,2024-03-17 08:00:00,9.99,USD,paypal,success,2024-03-17,2024-04-15
P000552,S00063,U0119,2024-04-16 11:00:00,9.99,USD,paypal,success,2024-04-16,2024-05-15
P000553,S00063,U0119,2024-05-16 12:00:00,9.99,USD,paypal,success,2024-05-16,2024-06-14
P000554,S00063,U0119,2024-06-15 16:00:00,9.99,USD,paypal,success,2024-06-15,2024-07-14
P000555,S00063,U0119,2024-07-15 22:00:00,9.99,USD,paypal,success,2024-07-15,2024-08-13
P000556,S00063,U0119,2024-08-14 02:00:00,9.99,USD,paypal,success,2024-08-14,2024-09-12
P000557,S00063,U0119,2024-09-13 23:00:00,9.99,USD,paypal,success,2024-09-13,2024-10-12
P000558,S00063,U0119,2024-10-13 18:00:00,9.99,USD,paypal,success,2024-10-13,2024-11-11
P000559,S00063,U0119,2024-11-12 08:00:00,9.99,USD,paypal,success,2024-11-12,2024-12-11
P000560,S00063,U0119,2024-12-12 06:00:00,9.99,USD,paypal,success,2024-12-12,2025-01-10
P000561,S00063,U0119,2025-01-11 12:00:00,9.99,USD,paypal,success,2025-01-11,2025-02-09
P000562,S00063,U0119,2025-02-10 08:00:00,9.99,USD,paypal,success,2025-02-10,2025-03-11
P000563,S00063,U0119,2025-03-12 16:00:00,9.99,USD,paypal,success,2025-03-12,2025-04-10
P000564,S00063,U0119,2025-04-11 02:00:00,9.99,USD,paypal,success,2025-04-11,2025-05-10
P000565,S00063,U0119,2025-05-11 10:00:00,9.99,USD,paypal,success,2025-05-11,2025-06-09
P000566,S00064,U0164,2022-12-27 16:00:00,19.99,USD,paypal,failed,2022-12-27,2023-01-25
P000567,S00065,U0152,2023-12-24 17:00:00,9.99,USD,bank_transfer,failed,2023-12-24,2024-01-22
P000568,S00065,U0152,2024-01-23 18:00:00,9.99,USD,bank_transfer,success,2024-01-23,2024-02-21
P000569,S00065,U0152,2024-02-22 14:00:00,9.99,USD,bank_transfer,success,2024-02-22,2024-03-22
P000570,S00065,U0152,2024-03-23 18:00:00,9.99,USD,bank_transfer,refunded,2024-03-23,2024-04-21
P000571,S00065,U0152,2024-04-22 07:00:00,9.99,USD,bank_transfer,success,2024-04-22,2024-05-21
P000572,S00065,U0152,2024-05-22 14:00:00,9.99,USD,bank_transfer,success,2024-05-22,2024-06-20
P000573,S00065,U0152,2024-06-21 18:00:00,9.99,USD,bank_transfer,success,2024-06-21,2024-07-20
P000574,S00065,U0152,2024-07-21 15:00:00,9.99,USD,bank_transfer,success,2024-07-21,2024-08-19
P000575,S00068,U0153,2024-09-27 02:00:00,9.99,USD,credit_card,success,2024-09-27,2024-10-26
P000576,S00068,U0153,2024-10-27 07:00:00,9.99,USD,credit_card,success,2024-10-27,2024-11-25
P000577,S00068,U0153,2024-11-26 07:00:00,9.99,USD,credit_card,success,2024-11-26,2024-12-25
P000578,S00068,U0153,2024-12-26 13:00:00,9.99,USD,credit_card,success,2024-12-26,2025-01-24
P000579,S00068,U0153,2025-01-25 16:00:00,9.99,USD,credit_card,failed,2025-01-25,2025-02-23
P000580,S00068,U0153,2025-02-24 22:00:00,9.99,USD,credit_card,success,2025-02-24,2025-03-25
P000581,S00068,U0153,2025-03-26 07:00:00,9.99,USD,credit_card,success,2025-03-26,2025-04-24
P000582,S00068,U0153,2025-04-25 12:00:00,9.99,USD,credit_card,success,2025-04-25,2025-05-24
P000583,S00068,U0153,2025-05-25 10:00:00,9.99,USD,credit_card,success,2025-05-25,2025-06-23
P000584,S00068,U0153,2025-06-24 05:00:00,9.99,USD,credit_card,success,2025-06-24,2025-07-23
P000585,S00068,U0153,2025-07-24 11:00:00,9.99,USD,credit_card,success,2025-07-24,2025-08-22
P000586,S00068,U0153,2025-08-23 18:00:00,9.99,USD,credit_card,success,2025-08-23,2025-09-21
P000587,S00068,U0153,2025-09-22 23:00:00,9.99,USD,credit_card,success,2025-09-22,2025-10-21
P000588,S00068,U0153,2025-10-22 06:00:00,9.99,USD,credit_card,success,2025-10-22,2025-11-20
P000589,S00068,U0153,2025-11-21 06:00:00,9.99,USD,credit_card,success,2025-11-21,2025-12-20
P000590,S00068,U0153,2025-12-21 07:00:00,9.99,USD,credit_card,success,2025-12-21,2026-01-19
P000591,S00068,U0153,2026-01-20 06:00:00,9.99,USD,credit_card,success,2026-01-20,2026-02-18
P000592,S00068,U0153,2026-02-19 07:00:00,9.99,USD,credit_card,success,2026-02-19,2026-03-20
P000593,S00068,U0153,2026-03-21 11:00:00,9.99,USD,credit_card,success,2026-03-21,2026-04-19
P000594,S00068,U0153,2026-04-20 03:00:00,9.99,USD,credit_card,success,2026-04-20,2026-05-19
P000595,S00068,U0153,2026-05-20 02:00:00,9.99,USD,credit_card,success,2026-05-20,2026-06-18
P000596,S00069,U0091,2024-11-09 21:00:00,19.99,USD,bank_transfer,success,2024-11-09,2024-12-08
P000597,S00069,U0091,2024-12-09 00:00:00,19.99,USD,bank_transfer,success,2024-12-09,2025-01-07
P000598,S00069,U0091,2025-01-08 17:00:00,19.99,USD,bank_transfer,success,2025-01-08,2025-02-06
P000599,S00069,U0091,2025-02-07 15:00:00,19.99,USD,bank_transfer,failed,2025-02-07,2025-03-08
P000600,S00069,U0091,2025-03-09 10:00:00,19.99,USD,bank_transfer,success,2025-03-09,2025-04-07
P000601,S00069,U0091,2025-04-08 18:00:00,19.99,USD,bank_transfer,success,2025-04-08,2025-05-07
P000602,S00071,U0047,2022-05-11 15:00:00,9.99,USD,apple_pay,success,2022-05-11,2022-06-09
P000603,S00071,U0047,2022-06-10 16:00:00,9.99,USD,apple_pay,success,2022-06-10,2022-07-09
P000604,S00071,U0047,2022-07-10 07:00:00,9.99,USD,apple_pay,success,2022-07-10,2022-08-08
P000605,S00071,U0047,2022-08-09 04:00:00,9.99,USD,apple_pay,success,2022-08-09,2022-09-07
P000606,S00071,U0047,2022-09-08 13:00:00,9.99,USD,apple_pay,success,2022-09-08,2022-10-07
P000607,S00071,U0047,2022-10-08 17:00:00,9.99,USD,apple_pay,success,2022-10-08,2022-11-06
P000608,S00071,U0047,2022-11-07 11:00:00,9.99,USD,apple_pay,success,2022-11-07,2022-12-06
P000609,S00071,U0047,2022-12-07 21:00:00,9.99,USD,apple_pay,success,2022-12-07,2023-01-05
P000610,S00071,U0047,2023-01-06 14:00:00,9.99,USD,apple_pay,success,2023-01-06,2023-02-04
P000611,S00071,U0047,2023-02-05 22:00:00,9.99,USD,apple_pay,refunded,2023-02-05,2023-03-06
P000612,S00071,U0047,2023-03-07 10:00:00,9.99,USD,apple_pay,success,2023-03-07,2023-04-05
P000613,S00071,U0047,2023-04-06 00:00:00,9.99,USD,apple_pay,success,2023-04-06,2023-05-05
P000614,S00071,U0047,2023-05-06 12:00:00,9.99,USD,apple_pay,success,2023-05-06,2023-06-04
P000615,S00071,U0047,2023-06-05 10:00:00,9.99,USD,apple_pay,success,2023-06-05,2023-07-04
P000616,S00071,U0047,2023-07-05 08:00:00,9.99,USD,apple_pay,success,2023-07-05,2023-08-03
P000617,S00071,U0047,2023-08-04 08:00:00,9.99,USD,apple_pay,success,2023-08-04,2023-09-02
P000618,S00071,U0047,2023-09-03 15:00:00,9.99,USD,apple_pay,success,2023-09-03,2023-10-02
P000619,S00071,U0047,2023-10-03 10:00:00,9.99,USD,apple_pay,failed,2023-10-03,2023-11-01
P000620,S00072,U0148,2024-10-03 15:00:00,9.99,USD,google_pay,success,2024-10-03,2024-11-01
P000621,S00072,U0148,2024-11-02 13:00:00,9.99,USD,google_pay,success,2024-11-02,2024-12-01
P000622,S00072,U0148,2024-12-02 11:00:00,9.99,USD,google_pay,success,2024-12-02,2024-12-31
P000623,S00072,U0148,2025-01-01 12:00:00,9.99,USD,google_pay,success,2025-01-01,2025-01-30
P000624,S00072,U0148,2025-01-31 05:00:00,9.99,USD,google_pay,success,2025-01-31,2025-03-01
P000625,S00072,U0148,2025-03-02 18:00:00,9.99,USD,google_pay,success,2025-03-02,2025-03-31
P000626,S00072,U0148,2025-04-01 03:00:00,9.99,USD,google_pay,success,2025-04-01,2025-04-30
P000627,S00072,U0148,2025-05-01 07:00:00,9.99,USD,google_pay,success,2025-05-01,2025-05-30
P000628,S00072,U0148,2025-05-31 12:00:00,9.99,USD,google_pay,success,2025-05-31,2025-06-29
P000629,S00072,U0148,2025-06-30 23:00:00,9.99,USD,google_pay,success,2025-06-30,2025-07-29
P000630,S00072,U0148,2025-07-30 00:00:00,9.99,USD,google_pay,success,2025-07-30,2025-08-28
P000631,S00072,U0148,2025-08-29 15:00:00,9.99,USD,google_pay,success,2025-08-29,2025-09-27
P000632,S00072,U0148,2025-09-28 20:00:00,9.99,USD,google_pay,success,2025-09-28,2025-10-27
P000633,S00072,U0148,2025-10-28 23:00:00,9.99,USD,google_pay,success,2025-10-28,2025-11-26
P000634,S00072,U0148,2025-11-27 15:00:00,9.99,USD,google_pay,success,2025-11-27,2025-12-26
P000635,S00072,U0148,2025-12-27 17:00:00,9.99,USD,google_pay,success,2025-12-27,2026-01-25
P000636,S00072,U0148,2026-01-26 01:00:00,9.99,USD,google_pay,success,2026-01-26,2026-02-24
P000637,S00074,U0116,2024-11-15 22:00:00,9.99,USD,credit_card,success,2024-11-15,2024-12-14
P000638,S00074,U0116,2024-12-15 06:00:00,9.99,USD,credit_card,success,2024-12-15,2025-01-13
P000639,S00074,U0116,2025-01-14 15:00:00,9.99,USD,credit_card,success,2025-01-14,2025-02-12
P000640,S00074,U0116,2025-02-13 03:00:00,9.99,USD,credit_card,success,2025-02-13,2025-03-14
P000641,S00074,U0116,2025-03-15 10:00:00,9.99,USD,credit_card,success,2025-03-15,2025-04-13
P000642,S00074,U0116,2025-04-14 11:00:00,9.99,USD,credit_card,success,2025-04-14,2025-05-13
P000643,S00074,U0116,2025-05-14 08:00:00,9.99,USD,credit_card,success,2025-05-14,2025-06-12
P000644,S00074,U0116,2025-06-13 13:00:00,9.99,USD,credit_card,success,2025-06-13,2025-07-12
P000645,S00074,U0116,2025-07-13 21:00:00,9.99,USD,credit_card,success,2025-07-13,2025-08-11
P000646,S00074,U0116,2025-08-12 06:00:00,9.99,USD,credit_card,refunded,2025-08-12,2025-09-10
P000647,S00074,U0116,2025-09-11 20:00:00,9.99,USD,credit_card,success,2025-09-11,2025-10-10
P000648,S00074,U0116,2025-10-11 05:00:00,9.99,USD,credit_card,success,2025-10-11,2025-11-09
P000649,S00074,U0116,2025-11-10 09:00:00,9.99,USD,credit_card,refunded,2025-11-10,2025-12-09
P000650,S00076,U0105,2024-11-01 21:00:00,19.99,USD,apple_pay,success,2024-11-01,2024-11-30
P000651,S00076,U0105,2024-12-01 23:00:00,19.99,USD,apple_pay,success,2024-12-01,2024-12-30
P000652,S00076,U0105,2024-12-31 02:00:00,19.99,USD,apple_pay,success,2024-12-31,2025-01-29
P000653,S00076,U0105,2025-01-30 09:00:00,19.99,USD,apple_pay,success,2025-01-30,2025-02-28
P000654,S00076,U0105,2025-03-01 04:00:00,19.99,USD,apple_pay,success,2025-03-01,2025-03-30
P000655,S00076,U0105,2025-03-31 20:00:00,19.99,USD,apple_pay,success,2025-03-31,2025-04-29
P000656,S00076,U0105,2025-04-30 10:00:00,19.99,USD,apple_pay,success,2025-04-30,2025-05-29
P000657,S00076,U0105,2025-05-30 19:00:00,19.99,USD,apple_pay,success,2025-05-30,2025-06-28
P000658,S00076,U0105,2025-06-29 02:00:00,19.99,USD,apple_pay,success,2025-06-29,2025-07-28
P000659,S00076,U0105,2025-07-29 10:00:00,19.99,USD,apple_pay,success,2025-07-29,2025-08-27
P000660,S00076,U0105,2025-08-28 10:00:00,19.99,USD,apple_pay,success,2025-08-28,2025-09-26
P000661,S00076,U0105,2025-09-27 22:00:00,19.99,USD,apple_pay,success,2025-09-27,2025-10-26
P000662,S00076,U0105,2025-10-27 20:00:00,19.99,USD,apple_pay,success,2025-10-27,2025-11-25
P000663,S00076,U0105,2025-11-26 14:00:00,19.99,USD,apple_pay,success,2025-11-26,2025-12-25
P000664,S00076,U0105,2025-12-26 11:00:00,19.99,USD,apple_pay,success,2025-12-26,2026-01-24
P000665,S00076,U0105,2026-01-25 16:00:00,19.99,USD,apple_pay,success,2026-01-25,2026-02-23
P000666,S00077,U0022,2024-12-22 13:00:00,9.99,USD,bank_transfer,refunded,2024-12-22,2025-01-20
P000667,S00077,U0022,2025-01-21 00:00:00,9.99,USD,bank_transfer,success,2025-01-21,2025-02-19
P000668,S00077,U0022,2025-02-20 07:00:00,9.99,USD,bank_transfer,success,2025-02-20,2025-03-21
P000669,S00077,U0022,2025-03-22 23:00:00,9.99,USD,bank_transfer,success,2025-03-22,2025-04-20
P000670,S00077,U0022,2025-04-21 02:00:00,9.99,USD,bank_transfer,success,2025-04-21,2025-05-20
P000671,S00077,U0022,2025-05-21 12:00:00,9.99,USD,bank_transfer,success,2025-05-21,2025-06-19
P000672,S00077,U0022,2025-06-20 02:00:00,9.99,USD,bank_transfer,success,2025-06-20,2025-07-19
P000673,S00077,U0022,2025-07-20 15:00:00,9.99,USD,bank_transfer,failed,2025-07-20,2025-08-18
P000674,S00078,U0071,2023-07-13 00:00:00,9.99,USD,google_pay,success,2023-07-13,2023-08-11
P000675,S00078,U0071,2023-08-12 16:00:00,9.99,USD,google_pay,success,2023-08-12,2023-09-10
P000676,S00078,U0071,2023-09-11 02:00:00,9.99,USD,google_pay,success,2023-09-11,2023-10-10
P000677,S00078,U0071,2023-10-11 19:00:00,9.99,USD,google_pay,success,2023-10-11,2023-11-09
P000678,S00078,U0071,2023-11-10 20:00:00,9.99,USD,google_pay,success,2023-11-10,2023-12-09
P000679,S00078,U0071,2023-12-10 12:00:00,9.99,USD,google_pay,failed,2023-12-10,2024-01-08
P000680,S00079,U0141,2023-11-23 07:00:00,9.99,USD,google_pay,success,2023-11-23,2023-12-22
P000681,S00079,U0141,2023-12-23 14:00:00,9.99,USD,google_pay,success,2023-12-23,2024-01-21
P000682,S00079,U0141,2024-01-22 04:00:00,9.99,USD,google_pay,success,2024-01-22,2024-02-20
P000683,S00079,U0141,2024-02-21 05:00:00,9.99,USD,google_pay,success,2024-02-21,2024-03-21
P000684,S00080,U0139,2022-06-12 21:00:00,19.99,USD,paypal,success,2022-06-12,2022-07-11
P000685,S00080,U0139,2022-07-12 10:00:00,19.99,USD,paypal,success,2022-07-12,2022-08-10
P000686,S00080,U0139,2022-08-11 14:00:00,19.99,USD,paypal,success,2022-08-11,2022-09-09
P000687,S00080,U0139,2022-09-10 17:00:00,19.99,USD,paypal,refunded,2022-09-10,2022-10-09
P000688,S00080,U0139,2022-10-10 17:00:00,19.99,USD,paypal,failed,2022-10-10,2022-11-08
P000689,S00080,U0139,2022-11-09 22:00:00,19.99,USD,paypal,success,2022-11-09,2022-12-08
P000690,S00080,U0139,2022-12-09 18:00:00,19.99,USD,paypal,success,2022-12-09,2023-01-07
P000691,S00080,U0139,2023-01-08 20:00:00,19.99,USD,paypal,success,2023-01-08,2023-02-06
P000692,S00080,U0139,2023-02-07 18:00:00,19.99,USD,paypal,success,2023-02-07,2023-03-08
P000693,S00080,U0139,2023-03-09 20:00:00,19.99,USD,paypal,success,2023-03-09,2023-04-07
P000694,S00080,U0139,2023-04-08 09:00:00,19.99,USD,paypal,success,2023-04-08,2023-05-07
P000695,S00080,U0139,2023-05-08 15:00:00,19.99,USD,paypal,failed,2023-05-08,2023-06-06
P000696,S00080,U0139,2023-06-07 02:00:00,19.99,USD,paypal,success,2023-06-07,2023-07-06
P000697,S00080,U0139,2023-07-07 11:00:00,19.99,USD,paypal,success,2023-07-07,2023-08-05
P000698,S00080,U0139,2023-08-06 04:00:00,19.99,USD,paypal,success,2023-08-06,2023-09-04
P000699,S00080,U0139,2023-09-05 00:00:00,19.99,USD,paypal,success,2023-09-05,2023-10-04
P000700,S00081,U0027,2023-02-28 04:00:00,19.99,USD,apple_pay,success,2023-02-28,2023-03-29
P000701,S00081,U0027,2023-03-30 15:00:00,19.99,USD,apple_pay,success,2023-03-30,2023-04-28
P000702,S00081,U0027,2023-04-29 22:00:00,19.99,USD,apple_pay,success,2023-04-29,2023-05-28
P000703,S00081,U0027,2023-05-29 15:00:00,19.99,USD,apple_pay,failed,2023-05-29,2023-06-27
P000704,S00081,U0027,2023-06-28 13:00:00,19.99,USD,apple_pay,success,2023-06-28,2023-07-27
P000705,S00081,U0027,2023-07-28 19:00:00,19.99,USD,apple_pay,success,2023-07-28,2023-08-26
P000706,S00081,U0027,2023-08-27 00:00:00,19.99,USD,apple_pay,success,2023-08-27,2023-09-25
P000707,S00081,U0027,2023-09-26 06:00:00,19.99,USD,apple_pay,success,2023-09-26,2023-10-25
P000708,S00081,U0027,2023-10-26 17:00:00,19.99,USD,apple_pay,success,2023-10-26,2023-11-24
P000709,S00081,U0027,2023-11-25 07:00:00,19.99,USD,apple_pay,success,2023-11-25,2023-12-24
P000710,S00081,U0027,2023-12-25 23:00:00,19.99,USD,apple_pay,success,2023-12-25,2024-01-23
P000711,S00082,U0090,2022-07-15 12:00:00,19.99,USD,paypal,success,2022-07-15,2022-08-13
P000712,S00082,U0090,2022-08-14 02:00:00,19.99,USD,paypal,success,2022-08-14,2022-09-12
P000713,S00082,U0090,2022-09-13 07:00:00,19.99,USD,paypal,success,2022-09-13,2022-10-12
P000714,S00082,U0090,2022-10-13 19:00:00,19.99,USD,paypal,success,2022-10-13,2022-11-11
P000715,S00082,U0090,2022-11-12 21:00:00,19.99,USD,paypal,success,2022-11-12,2022-12-11
P000716,S00082,U0090,2022-12-12 20:00:00,19.99,USD,paypal,success,2022-12-12,2023-01-10
P000717,S00082,U0090,2023-01-11 08:00:00,19.99,USD,paypal,success,2023-01-11,2023-02-09
P000718,S00082,U0090,2023-02-10 02:00:00,19.99,USD,paypal,success,2023-02-10,2023-03-11
P000719,S00082,U0090,2023-03-12 09:00:00,19.99,USD,paypal,success,2023-03-12,2023-04-10
P000720,S00082,U0090,2023-04-11 14:00:00,19.99,USD,paypal,success,2023-04-11,2023-05-10
P000721,S00082,U0090,2023-05-11 08:00:00,19.99,USD,paypal,success,2023-05-11,2023-06-09
P000722,S00082,U0090,2023-06-10 15:00:00,19.99,USD,paypal,success,2023-06-10,2023-07-09
P000723,S00082,U0090,2023-07-10 00:00:00,19.99,USD,paypal,success,2023-07-10,2023-08-08
P000724,S00082,U0090,2023-08-09 17:00:00,19.99,USD,paypal,success,2023-08-09,2023-09-07
P000725,S00082,U0090,2023-09-08 03:00:00,19.99,USD,paypal,success,2023-09-08,2023-10-07
P000726,S00083,U0189,2023-07-06 04:00:00,9.99,USD,paypal,success,2023-07-06,2023-08-04
P000727,S00083,U0189,2023-08-05 23:00:00,9.99,USD,paypal,success,2023-08-05,2023-09-03
P000728,S00083,U0189,2023-09-04 02:00:00,9.99,USD,paypal,success,2023-09-04,2023-10-03
P000729,S00083,U0189,2023-10-04 15:00:00,9.99,USD,paypal,success,2023-10-04,2023-11-02
P000730,S00083,U0189,2023-11-03 13:00:00,9.99,USD,paypal,success,2023-11-03,2023-12-02
P000731,S00083,U0189,2023-12-03 15:00:00,9.99,USD,paypal,success,2023-12-03,2024-01-01
P000732,S00083,U0189,2024-01-02 14:00:00,9.99,USD,paypal,refunded,2024-01-02,2024-01-31
P000733,S00083,U0189,2024-02-01 01:00:00,9.99,USD,paypal,success,2024-02-01,2024-03-01
P000734,S00083,U0189,2024-03-02 04:00:00,9.99,USD,paypal,success,2024-03-02,2024-03-31
P000735,S00083,U0189,2024-04-01 12:00:00,9.99,USD,paypal,success,2024-04-01,2024-04-30
P000736,S00083,U0189,2024-05-01 15:00:00,9.99,USD,paypal,success,2024-05-01,2024-05-30
P000737,S00083,U0189,2024-05-31 08:00:00,9.99,USD,paypal,success,2024-05-31,2024-06-29
P000738,S00083,U0189,2024-06-30 00:00:00,9.99,USD,paypal,success,2024-06-30,2024-07-29
P000739,S00083,U0189,2024-07-30 22:00:00,9.99,USD,paypal,success,2024-07-30,2024-08-28
P000740,S00083,U0189,2024-08-29 14:00:00,9.99,USD,paypal,success,2024-08-29,2024-09-27
P000741,S00083,U0189,2024-09-28 01:00:00,9.99,USD,paypal,success,2024-09-28,2024-10-27
P000742,S00083,U0189,2024-10-28 23:00:00,9.99,USD,paypal,success,2024-10-28,2024-11-26
P000743,S00083,U0189,2024-11-27 16:00:00,9.99,USD,paypal,success,2024-11-27,2024-12-26
P000744,S00083,U0189,2024-12-27 06:00:00,9.99,USD,paypal,success,2024-12-27,2025-01-25
P000745,S00083,U0189,2025-01-26 21:00:00,9.99,USD,paypal,success,2025-01-26,2025-02-24
P000746,S00083,U0189,2025-02-25 10:00:00,9.99,USD,paypal,refunded,2025-02-25,2025-03-26
P000747,S00084,U0053,2024-12-28 23:00:00,19.99,USD,bank_transfer,success,2024-12-28,2025-01-26
P000748,S00084,U0053,2025-01-27 17:00:00,19.99,USD,bank_transfer,success,2025-01-27,2025-02-25
P000749,S00084,U0053,2025-02-26 08:00:00,19.99,USD,bank_transfer,success,2025-02-26,2025-03-27
P000750,S00085,U0153,2024-09-09 09:00:00,9.99,USD,bank_transfer,success,2024-09-09,2024-10-08
P000751,S00085,U0153,2024-10-09 01:00:00,9.99,USD,bank_transfer,success,2024-10-09,2024-11-07
P000752,S00085,U0153,2024-11-08 06:00:00,9.99,USD,bank_transfer,success,2024-11-08,2024-12-07
P000753,S00085,U0153,2024-12-08 07:00:00,9.99,USD,bank_transfer,refunded,2024-12-08,2025-01-06
P000754,S00085,U0153,2025-01-07 10:00:00,9.99,USD,bank_transfer,success,2025-01-07,2025-02-05
P000755,S00085,U0153,2025-02-06 08:00:00,9.99,USD,bank_transfer,success,2025-02-06,2025-03-07
P000756,S00085,U0153,2025-03-08 12:00:00,9.99,USD,bank_transfer,success,2025-03-08,2025-04-06
P000757,S00085,U0153,2025-04-07 00:00:00,9.99,USD,bank_transfer,success,2025-04-07,2025-05-06
P000758,S00085,U0153,2025-05-07 18:00:00,9.99,USD,bank_transfer,refunded,2025-05-07,2025-06-05
P000759,S00085,U0153,2025-06-06 15:00:00,9.99,USD,bank_transfer,success,2025-06-06,2025-07-05
P000760,S00086,U0132,2024-07-07 04:00:00,19.99,USD,apple_pay,success,2024-07-07,2024-08-05
P000761,S00086,U0132,2024-08-06 02:00:00,19.99,USD,apple_pay,success,2024-08-06,2024-09-04
P000762,S00086,U0132,2024-09-05 15:00:00,19.99,USD,apple_pay,success,2024-09-05,2024-10-04
P000763,S00086,U0132,2024-10-05 19:00:00,19.99,USD,apple_pay,success,2024-10-05,2024-11-03
P000764,S00087,U0071,2023-01-28 20:00:00,19.99,USD,paypal,success,2023-01-28,2023-02-26
P000765,S00087,U0071,2023-02-27 11:00:00,19.99,USD,paypal,success,2023-02-27,2023-03-28
P000766,S00087,U0071,2023-03-29 22:00:00,19.99,USD,paypal,success,2023-03-29,2023-04-27
P000767,S00087,U0071,2023-04-28 03:00:00,19.99,USD,paypal,success,2023-04-28,2023-05-27
P000768,S00087,U0071,2023-05-28 07:00:00,19.99,USD,paypal,success,2023-05-28,2023-06-26
P000769,S00088,U0064,2024-05-15 17:00:00,19.99,USD,apple_pay,success,2024-05-15,2024-06-13
P000770,S00088,U0064,2024-06-14 11:00:00,19.99,USD,apple_pay,success,2024-06-14,2024-07-13
P000771,S00088,U0064,2024-07-14 14:00:00,19.99,USD,apple_pay,success,2024-07-14,2024-08-12
P000772,S00088,U0064,2024-08-13 00:00:00,19.99,USD,apple_pay,success,2024-08-13,2024-09-11
P000773,S00088,U0064,2024-09-12 11:00:00,19.99,USD,apple_pay,success,2024-09-12,2024-10-11
P000774,S00088,U0064,2024-10-12 08:00:00,19.99,USD,apple_pay,success,2024-10-12,2024-11-10
P000775,S00088,U0064,2024-11-11 15:00:00,19.99,USD,apple_pay,success,2024-11-11,2024-12-10
P000776,S00088,U0064,2024-12-11 17:00:00,19.99,USD,apple_pay,success,2024-12-11,2025-01-09
P000777,S00088,U0064,2025-01-10 22:00:00,19.99,USD,apple_pay,success,2025-01-10,2025-02-08
P000778,S00088,U0064,2025-02-09 18:00:00,19.99,USD,apple_pay,success,2025-02-09,2025-03-10
P000779,S00088,U0064,2025-03-11 11:00:00,19.99,USD,apple_pay,success,2025-03-11,2025-04-09
P000780,S00088,U0064,2025-04-10 14:00:00,19.99,USD,apple_pay,success,2025-04-10,2025-05-09
