session_id,user_id,book_id,started_at,ended_at,pages_read,device_type,completion_pct
SS000566,U0049,B0010,2022-01-21 00:00:00,2022-01-21 00:39:00,293,desktop,52.3
SS000567,U0015,B0055,2022-10-11 00:00:00,2022-10-11 01:42:00,64,e-reader,18.7
SS000568,U0032,B0044,2025-02-14 00:00:00,2025-02-14 02:58:00,85,tablet,26.5
SS000569,U0145,B0016,2021-08-17 00:00:00,2021-08-17 01:21:00,208,desktop,49.3
SS000570,U0073,B0028,2020-01-05 00:00:00,2020-01-05 02:46:00,287,mobile,57.7
SS000571,U0060,B0040,2025-03-17 00:00:00,2025-03-17 02:49:00,360,e-reader,52.5
SS000572,U0011,B0060,2025-01-01 00:00:00,2025-01-01 02:43:00,161,tablet,85.1
SS000573,U0016,B0046,2020-01-13 00:00:00,2020-01-13 02:42:00,427,desktop,47.1
SS000574,U0082,B0046,2020-08-07 00:00:00,2020-08-07 00:06:00,329,e-reader,36.3
SS000575,U0192,B0024,2022-04-03 00:00:00,2022-04-03 01:35:00,7,tablet,2.9
SS000576,U0117,B0063,2021-02-08 00:00:00,2021-02-08 00:26:00,236,desktop,53.9
SS000577,U0043,B0053,2020-09-10 00:00:00,2020-09-10 02:09:00,24,tablet,2.7
SS000578,U0176,B0033,2021-04-08 00:00:00,2021-04-08 02:05:00,141,desktop,40.7
SS000579,U0082,B0047,2022-05-27 00:00:00,2022-05-27 00:51:00,133,e-reader,54.6
SS000580,U0074,B0014,2022-06-17 00:00:00,2022-06-17 02:53:00,284,tablet,84.3
SS000581,U0045,B0018,2021-12-25 00:00:00,2021-12-25 01:56:00,4,e-reader,2.6
SS000582,U0189,B0026,2020-08-14 00:00:00,2020-08-14 00:53:00,165,mobile,29.9
SS000583,U0038,B0051,2022-05-12 00:00:00,2022-05-12 01:29:00,607,desktop,90.3
SS000584,U0045,B0026,2025-04-26 00:00:00,2025-04-26 02:07:00,531,e-reader,96.1
SS000585,U0074,B0016,2022-05-12 00:00:00,2022-05-12 02:10:00,236,tablet,55.9
SS000586,U0182,B0017,2021-10-27 00:00:00,2021-10-27 01:47:00,367,mobile,51.2
SS000587,U0198,B0050,2020-09-26 00:00:00,2020-09-26 00:33:00,349,mobile,95.9
SS000588,U0007,B0017,2020-11-14 00:00:00,2020-11-14 01:33:00,366,tablet,51.0
SS000589,U0183,B0031,2020-04-16 00:00:00,2020-04-16 02:58:00,782,mobile,83.3
SS000590,U0116,B0077,2024-02-19 00:00:00,2024-02-19 00:07:00,59,tablet,44.6
SS000591,U0080,B0037,2022-09-22 00:00:00,2022-09-22 00:26:00,182,desktop,76.6
SS000592,U0068,B0080,2020-11-08 00:00:00,2020-11-08 02:15:00,39,desktop,20.3
SS000593,U0077,B0015,2024-11-04 00:00:00,2024-11-04 01:12:00,917,e-reader,99.4
SS000594,U0068,B0055,2021-02-10 00:00:00,2021-02-10 02:06:00,245,desktop,71.2
SS000595,U0030,B0065,2023-06-05 00:00:00,2023-06-05 00:51:00,143,e-reader,20.5
SS000596,U0159,B0020,2021-04-14 00:00:00,2021-04-14 00:35:00,78,tablet,15.0
SS000597,U0011,B0036,2021-01-28 00:00:00,2021-01-28 00:42:00,171,tablet,43.8
SS000598,U0165,B0026,2020-07-05 00:00:00,2020-07-05 00:18:00,217,mobile,39.3
SS000599,U0141,B0040,2023-12-04 00:00:00,2023-12-04 02:47:00,673,e-reader,98.1
SS000600,U0061,B0044,2022-05-22 00:00:00,2022-05-22 02:07:00,25,tablet,8.0
